AGGR,CAMPUS|PROGRAM,FORMULA,SOURCE_LINK
84.56,NUST_SCHOOL_OF_HEALTH_SCIENCES|MBBS,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.facebook.com/starsacademyMultan/posts/nums-closing-merit-2024-mbbs-bdscheck-out-complete-details-of-college-wise-closi/1339165418246289/
60.38,AIR_UNIVERSITY_ISLAMABAD|BS_MACHENICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=4
60.26,AIR_UNIVERSITY_ISLAMABAD|BS_ELECTRICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=5
51.75,AIR_UNIVERSITY_ISLAMABAD|BS_TELECOM_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=6
59.47,AIR_UNIVERSITY_ISLAMABAD|BS_COMPUTER_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=7
74.26,AIR_UNIVERSITY_ISLAMABAD|BS_BIOMEDICAL_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=8
52.79,AIR_UNIVERSITY_ISLAMABAD|BS_ELECTRONICS_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=9
57.53,AIR_UNIVERSITY_ISLAMABAD| BS_MECHATRONICS_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=10
80.68,AIR_UNIVERSITY_ISLAMABAD|BS_CYBER_SECURITY_MANAGEMENT,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=11
69.45,AIR_UNIVERSITY_ISLAMABAD|BS_COMPUTER_SCIENCE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=12
79.48,AIR_UNIVERSITY_ISLAMABAD|BS_SOFTWARE_ENGINEERING,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=13
77.97,AIR_UNIVERSITY_ISLAMABAD|BS_INFORMATION_TECHNOLOGY,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=14
78.91,AIR_UNIVERSITY_ISLAMABAD|BS_DATA_SCIENCES,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=15
76.87,AIR_UNIVERSITY_ISLAMABAD|BS_GAMING_AND_MULTIMEDIA,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=16
79.25,AIR_UNIVERSITY_ISLAMABAD|BS_ARTIFICIAL_INTELLIGENCE,result = ((matric / matricTotal) * 17) + ((inter / interTotal) * 50) + ((test / 400) * 33),https://www.instagram.com/p/DMFnU7ONf9W/?img_index=17
59,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_PAKSITAN_STUDIES,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
55,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_ENGLISH,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
46,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BACHELOR_OF_BUSINESS_ADMINISTRATION,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
82,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_BIOCHEMISTRY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
61,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_ECONOMICS,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
77,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_CHEMISTRY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
76,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_FOOD_SCIENCE_AND_NUTRITION,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
71,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_GEOLOGY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
75,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_METHAMATICS,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
85,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_MICROBIOLOGY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
69,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_MEDICAL_LAB_TECHNOLOGY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
82,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_PHYSICS,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
85,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_PSYCHOLOGY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
68,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_SOFTWARE_ENGINEERING,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
76,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_ZOOLOGY,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
66,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|BS_COMPUTER_SCIENCE,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
60,ABBOTABAD_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY|PHARMD,,https://www.ilmkidunya.com/colleges/abbottabad-university-of-science-and-technology-aust-abbottabad-merit-lists.aspx
